state,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
TX,1006877,2.5,29.5,55.3,2.18,20.88,13.17,31.03,14.35,8.72,1006831,100.0,27489,82.88,0.86,34.27,19.32,5.77,9.85,31925,16300,22898,8444,10048,12628,6433.0,7093,177790,17.97,12.32,26.55,27.12,7.43,65.59,14.1,20.4,13.63,28.29,13.17,37.01,17.88,15.58,3.24,63.68,57.49,75.51,64.88,61.35,67.59,49587,7.28,125862,15.56,27.63,41.44,58.2,1.94,3.45,5.18,7.27,77.83,6.13,9.13,5.42,2.46,2.7,2.28,48.31,9.76,65.16,2,63540,86.35,44.1,12.32,33.53,1968,8.02,0.57,50600,78800,137200,86600,307,375,469,162,426,24.2,21.1,13.0,1200,293,12.5,59.5,44.14,79.44,88.73,2635.0,252.86,2083.0,199.89,1532490.0,147059.59,581.6,252.9,77.0,77.27,15.48,6.22,0.0,16.43,90.0,9.0,98.7,354.7,2838.4,6.68,895.0,152097264.0,79.05,5.0,3.42,145954.3,1744.19
PA,78380,2.5,9.71,78.64,1.42,18.48,13.96,28.24,14.44,15.0,78380,100.0,22112,70.92,0.23,35.07,33.29,11.99,17.34,27277,11041,12217,8460,17292,6953,4718.0,5151,14857,19.41,16.1,41.57,8.52,8.63,56.74,29.52,19.46,26.73,15.93,12.3,35.98,15.56,14.07,3.1,55.5,49.62,60.51,59.62,59.54,64.73,5395,8.86,3362,17.85,28.82,40.04,46.82,0.77,1.24,1.72,2.01,79.15,5.07,6.74,4.2,2.44,2.55,2.3,58.42,4.07,44.82,3,2873,91.62,55.92,9.05,42.15,1939,6.52,0.75,27500,37700,52900,25400,217,292,374,157,352,26.7,17.4,13.5,172,0,4.29,76.71,55.06,86.36,90.72,158.0,201.59,136.0,173.52,59771.0,76262.8,378.3,201.6,82.44,96.2,1.9,1.27,0.63,3.8,10.0,9.0,228.2,10.1,7732.5,7.29,53.0,8284513.0,86.08,10.0,6.33,105703.5,1195.53
CA,87425,2.67,43.76,36.18,11.83,14.52,13.22,26.57,12.67,10.49,87425,100.0,32165,76.1,0.48,33.3,23.99,15.69,17.29,36657,14630,20133,11156,11167,13797,9976.0,10696,13909,16.1,9.43,23.31,22.15,9.43,58.46,11.16,26.97,12.34,27.63,13.3,36.25,18.5,16.07,3.22,54.71,49.56,64.48,57.97,60.93,67.87,5014,7.61,13613,14.69,25.29,35.8,49.9,2.29,3.94,5.57,7.77,77.6,5.0,8.56,5.77,2.63,2.68,2.58,55.41,9.88,60.13,2,1783,94.84,54.47,9.87,26.02,1957,3.37,0.66,101200,144300,194000,92800,371,506,645,274,566,29.6,24.3,12.1,186,130,15.57,50.88,51.11,74.41,91.6,179.0,202.52,153.0,173.1,160000.0,181024.09,893.9,202.5,79.2,54.75,27.93,10.06,5.03,43.02,29.0,8.0,125.0,30.8,2838.8,13.14,68.0,13993299.0,85.47,10.0,16.2,158320.3,3239.2
CA,96357,2.57,1.33,84.31,6.56,20.05,12.14,33.06,15.62,7.44,96357,100.0,40313,86.31,0.71,40.97,15.87,4.31,10.28,45266,18750,20021,17796,12403,14690,8317.0,8682,8614,9.17,7.4,16.52,27.26,4.17,74.47,19.19,19.72,9.72,30.69,12.48,42.3,17.63,15.0,3.08,71.03,67.31,84.89,70.11,65.53,70.72,1706,3.12,20787,21.97,35.55,46.07,58.33,4.74,7.67,9.94,12.58,73.97,8.08,8.6,5.1,2.51,2.6,2.45,41.65,9.87,62.61,2,2144,94.59,40.17,0.7,6.86,1968,1.62,0.5,211300,257000,313900,102600,651,759,921,270,810,28.6,24.3,11.3,225,26,21.57,42.58,38.03,73.97,83.94,141.0,142.54,129.0,130.41,64391.0,65092.7,456.7,142.5,84.46,76.51,1.81,3.61,3.01,7.23,9.0,9.0,15.7,16.1,5980.4,3.03,52.0,10448205.0,91.49,5.0,6.38,105620.6,448.84
CA,429433,2.7,13.68,58.38,13.57,23.62,13.82,31.13,15.56,9.56,429433,100.0,31938,77.65,0.52,35.44,21.04,11.35,13.73,36305,15639,20334,10518,12658,9544,6860.0,7758,69694,16.82,11.53,24.49,23.22,6.54,62.93,20.42,22.77,13.21,28.85,11.64,41.43,15.94,13.78,3.36,64.25,60.26,71.53,67.31,50.26,57.56,20207,7.4,104150,19.87,31.62,45.72,61.08,4.82,7.67,11.09,14.81,67.24,9.81,11.98,7.18,2.61,2.55,2.65,40.03,16.49,74.38,2,11413,93.3,40.96,3.39,16.67,1955,4.28,0.73,168700,222900,292600,123900,435,551,694,259,605,30.0,25.1,11.4,394,66,24.25,40.92,40.38,77.16,84.29,643.0,147.47,598.0,137.15,608430.0,139537.3,946.2,147.5,75.18,82.74,5.29,10.11,1.4,16.64,27.0,8.0,277.0,51.8,8287.7,6.3,192.0,80872872.0,93.0,5.0,4.2,185473.8,1631.98
FL,79443,2.94,3.48,93.08,2.12,7.12,16.71,27.43,12.9,6.39,79443,100.0,43428,87.41,0.34,47.14,16.88,2.15,9.04,49856,18319,18653,11989,26800,16487,10683.0,13111,4087,5.16,3.42,10.81,31.47,3.85,72.25,9.84,21.44,6.2,32.87,7.37,27.41,11.81,9.68,3.34,81.78,81.54,91.14,83.5,60.56,70.12,806,1.66,9031,14.22,25.17,34.8,42.91,1.62,2.86,3.96,4.88,86.64,1.82,4.02,3.18,2.94,3.16,2.58,67.04,3.69,42.47,3,2771,90.7,62.4,0.47,23.78,1982,1.05,0.22,127700,160200,207500,79800,497,576,678,181,661,27.9,26.1,13.8,0,1,11.37,18.21,33.35,61.84,68.53,153.0,162.72,123.0,130.81,73000.0,77638.1,477.1,162.7,95.04,98.04,1.31,0.65,0.0,1.96,10.0,9.0,58.8,24.3,3265.0,0.78,143.0,16227636.0,80.39,5.0,6.54,172586.7,294.6
OK,444719,2.49,15.98,74.78,2.36,4.95,13.29,27.17,12.7,10.67,439140,98.74,25741,78.45,1.23,36.45,23.53,6.57,14.88,31587,13528,15301,7949,9070,10828,6340.0,7173,69096,15.86,7.06,21.78,21.57,7.06,62.66,12.02,22.56,13.18,26.33,13.7,27.65,17.19,15.53,3.06,68.95,64.48,75.15,71.96,63.09,70.22,14599,4.42,18732,15.05,24.43,35.18,52.26,0.63,1.03,1.48,2.2,92.49,1.45,4.94,3.24,2.44,2.54,2.28,62.09,4.13,52.24,2,33705,84.13,59.51,11.03,50.46,1967,7.67,0.7,35800,54900,79200,43400,218,282,363,145,364,25.1,20.6,12.5,1016,234,4.21,62.21,46.68,78.69,89.51,863.0,185.1,751.0,161.08,476073.0,102110.8,551.6,185.1,83.58,88.99,7.3,1.04,0.46,8.81,30.0,13.0,33.5,630.0,705.8,0.89,616.0,44585460.0,87.02,5.0,3.48,95629.3,1389.87
NJ,36701,2.55,20.01,76.76,1.5,7.36,11.36,23.9,11.29,17.89,36701,100.0,35911,74.02,0.3,47.87,35.94,6.09,20.49,42634,16308,17418,13048,11204,14454,8838.0,13246,2049,5.63,13.14,31.78,12.16,6.69,59.11,23.78,17.99,18.8,19.77,8.28,31.38,10.24,9.33,3.09,73.35,69.1,86.42,72.98,56.98,68.58,1058,3.99,5861,9.49,18.53,24.83,31.53,1.51,2.96,3.96,5.04,74.38,4.38,4.9,3.39,2.53,2.68,2.31,64.64,3.18,48.67,3,548,96.33,61.22,1.09,40.15,1953,2.09,0.1,126500,151800,175800,49300,411,528,637,226,594,25.1,23.5,15.4,0,0,15.97,62.65,68.53,88.45,94.29,124.0,337.39,116.0,315.62,30000.0,81626.0,241.9,337.4,78.37,98.39,1.61,0.0,0.0,1.61,12.0,9.0,124.2,11.2,3278.7,5.81,41.0,4967234.0,93.55,0.0,9.68,135151.8,530.57
CT,49938,2.65,1.52,96.79,1.03,2.31,11.88,24.75,11.72,12.78,49938,100.0,44142,82.47,0.45,54.56,28.5,3.14,19.69,50204,19099,19193,17452,17098,16650,11802.0,13952,1836,3.72,6.22,18.1,23.39,5.5,66.37,23.79,21.48,11.5,29.36,7.8,30.76,10.88,9.4,3.13,81.89,78.92,88.33,81.43,60.23,71.53,583,1.65,2604,8.64,12.52,15.86,19.12,0.45,0.65,0.83,1.0,92.42,0.64,4.03,2.89,2.62,2.75,2.21,79.93,1.0,37.39,3,1298,93.56,76.17,2.39,44.07,1955,0.66,0.23,150200,172400,210100,59900,507,656,818,311,748,26.1,23.3,14.2,50,0,5.21,66.29,66.71,83.52,92.45,106.0,215.92,94.0,191.48,34149.0,69561.2,322.2,215.9,94.64,93.75,0.0,0.89,0.0,0.89,6.0,6.0,129.5,23.4,2135.7,2.79,41.0,8771051.0,88.68,0.0,5.66,178665.59,136.48
IN,44962,2.41,8.9,89.54,0.68,1.73,13.66,26.91,12.51,12.11,44962,100.0,26272,74.48,0.58,37.7,28.81,8.04,21.93,32084,12619,12735,11641,9515,14163,10891.0,7417,7268,16.45,9.51,25.97,13.0,8.22,57.67,33.01,19.79,20.35,20.46,13.22,25.45,17.49,15.55,2.98,65.16,62.3,67.5,68.28,59.71,67.18,1096,2.83,645,5.58,7.29,9.92,17.83,0.08,0.1,0.14,0.26,96.39,0.63,3.5,2.3,2.37,2.47,2.21,65.28,1.87,51.24,2,1676,91.76,62.74,5.19,43.44,1954,7.65,0.29,31200,42400,58900,27700,209,276,340,131,357,26.1,15.3,12.7,69,0,1.43,74.52,53.78,86.28,93.2,100.0,215.35,93.0,200.28,47694.0,102711.3,476.9,215.4,95.54,92.0,5.0,1.0,0.0,6.0,8.0,5.0,63.4,14.9,3013.5,0.12,48.0,4162771.0,93.0,5.0,8.0,89647.3,488.86
NV,133850,2.34,2.88,86.07,4.86,11.11,12.38,28.35,14.27,10.86,133850,100.0,28388,81.73,0.81,36.04,21.87,4.38,12.84,36200,16091,17215,9089,9753,11120,7312.0,8857,15085,11.52,5.49,18.06,22.41,5.5,68.54,6.23,19.12,10.43,24.98,17.16,33.52,20.23,18.67,2.92,68.12,65.38,76.5,68.13,65.79,73.31,2566,3.01,15962,22.81,34.48,46.12,58.09,2.72,4.11,5.5,6.93,84.06,3.25,4.87,2.78,2.26,2.43,2.14,45.77,6.67,64.77,2,4098,93.32,42.61,0.71,14.42,1973,6.61,0.65,86400,109600,146300,59900,337,419,517,180,492,26.9,23.3,12.2,577,32,11.93,23.58,31.66,65.4,69.62,299.0,196.33,289.0,189.76,195012.0,128049.7,652.2,196.3,92.42,91.97,2.34,3.34,0.67,5.02,15.0,9.0,170.9,59.6,2247.0,5.12,142.0,24091258.0,96.66,5.0,5.02,158189.09,687.49
RI,28227,2.52,8.08,88.65,1.41,2.8,15.96,33.02,18.56,11.59,28227,100.0,30534,76.45,0.83,46.51,24.97,9.15,20.36,37427,16358,17118,10426,11969,10783,7817.0,9853,3228,12.47,5.93,15.88,32.16,5.96,65.27,7.95,28.65,5.71,31.79,9.91,42.44,14.25,12.17,3.0,64.32,62.75,66.67,61.27,49.97,63.93,873,4.64,1473,20.37,25.12,31.64,37.14,1.06,1.31,1.65,1.94,92.04,0.93,4.5,2.56,2.31,2.41,2.24,43.35,1.45,52.94,2,1898,85.5,41.6,0.95,37.09,1939,3.64,0.25,121100,155000,199000,77900,355,525,668,313,593,27.7,24.4,15.5,41,0,5.22,44.17,41.9,65.93,69.73,91.0,378.47,83.0,345.2,49500.0,205872.59,544.0,378.5,96.34,92.31,6.59,1.1,0.0,7.69,7.0,6.0,169.2,8.2,3432.9,2.08,21.0,3692047.0,91.21,0.0,7.69,153553.8,1185.33
CO,89235,2.73,0.57,94.28,1.98,7.44,14.29,25.69,11.86,7.05,89090,100.0,39014,86.66,1.11,48.71,16.93,3.13,13.72,43771,15642,15862,11857,14063,11223,12306.0,11967,5543,6.28,3.07,11.62,25.05,5.17,72.09,16.2,21.22,11.07,29.84,9.97,25.54,13.71,11.9,3.13,77.88,76.34,84.11,79.31,68.02,76.8,982,1.57,3020,18.08,21.16,27.78,36.56,0.61,0.72,0.94,1.24,93.09,0.87,3.97,3.02,2.71,2.83,2.38,76.05,1.66,30.1,3,1797,94.8,72.76,7.85,30.22,1972,1.55,0.21,76700,89800,107300,30600,330,400,534,204,456,25.9,22.0,12.0,13,0,3.39,50.6,53.12,76.48,90.34,115.0,117.56,114.0,116.54,148979.0,152297.59,1295.5,117.6,96.89,95.65,0.0,2.61,0.0,2.61,7.0,10.0,69.8,22.9,3891.3,3.07,67.0,7402277.0,99.13,10.0,6.09,75671.7,266.81
RI,72644,2.45,3.59,89.25,0.65,7.17,12.3,27.25,12.76,14.64,72644,100.0,26541,75.26,0.38,36.94,31.21,8.73,15.54,33679,12865,13432,8317,9445,7873,8015.0,8388,7632,10.59,16.58,38.37,13.06,7.98,63.08,34.24,18.49,24.48,18.51,9.85,32.3,12.85,11.47,3.06,68.65,66.06,75.72,74.32,66.15,75.63,1923,3.56,12868,11.7,20.31,27.7,34.73,2.07,3.6,4.91,6.15,71.6,7.46,4.17,2.73,2.42,2.67,2.22,50.5,2.86,57.32,2,1904,93.98,45.84,3.52,38.08,1941,5.0,0.77,93100,112500,132700,39600,263,374,460,197,437,25.8,22.7,14.4,8,1,17.71,63.63,58.07,88.05,89.06,145.0,211.63,135.0,197.03,75000.0,109461.9,517.2,211.6,89.94,99.31,0.69,0.0,0.0,0.69,16.0,8.0,69.0,9.1,8027.0,3.18,75.0,5500000.0,93.1,5.0,11.03,80272.0,458.28
KS,304011,2.47,11.28,82.29,2.56,5.02,12.95,27.54,12.79,11.11,304011,100.0,28024,79.42,1.12,40.19,24.48,6.29,14.0,34610,14516,15787,8475,8138,9442,8263.0,9220,37321,12.47,5.75,18.13,22.73,5.8,65.71,25.41,22.58,12.75,27.69,11.91,28.45,15.12,13.58,3.05,71.36,68.77,78.93,71.85,63.96,70.92,8142,3.68,12259,18.4,27.56,38.26,51.83,0.74,1.11,1.54,2.09,92.73,1.32,4.7,3.07,2.43,2.6,2.18,63.1,3.91,55.85,2,11820,91.25,58.93,3.88,33.29,1958,5.25,0.28,41600,56700,78000,36400,227,299,385,158,395,25.4,19.8,12.7,202,0,4.03,61.08,46.59,80.35,87.73,423.0,134.89,381.0,121.49,350000.0,111608.2,827.4,134.9,89.86,92.2,4.73,2.84,0.0,7.57,13.0,6.0,94.6,119.3,2548.6,1.15,172.0,27124654.0,90.07,5.0,3.07,86495.3,874.69
UT,159936,2.4,1.72,87.02,4.73,9.7,13.62,29.8,14.84,12.73,159802,99.92,22697,75.55,0.79,41.9,27.49,6.69,15.05,29697,13482,14423,8191,5258,8063,6383.0,6837,25651,16.4,4.69,16.96,30.44,5.58,61.65,12.0,31.17,12.27,32.51,12.95,35.03,14.66,13.83,3.13,70.53,69.97,77.97,75.6,57.54,65.9,3772,3.07,13258,23.8,33.75,41.85,50.98,1.97,2.8,3.47,4.23,85.44,2.01,8.26,4.66,2.33,2.6,2.07,55.1,4.36,62.22,2,7105,90.37,49.38,6.81,33.37,1951,6.19,0.39,49700,67200,95800,46100,223,282,358,135,333,24.9,21.0,12.7,542,163,8.29,57.5,45.77,77.25,83.33,353.0,200.84,324.0,184.34,128935.0,73356.5,365.3,200.8,89.56,97.45,0.28,1.98,0.28,2.55,24.0,12.0,36.4,112.9,1416.1,5.81,277.0,28034134.0,91.78,5.0,6.8,159497.8,797.66
SC,58282,2.42,35.16,63.62,0.85,1.04,15.36,30.22,16.48,14.26,58282,100.0,23963,75.37,0.51,36.16,30.91,8.39,11.97,30997,14708,19067,6959,5699,8344,10162.0,9671,9605,17.72,11.24,27.54,29.3,5.67,61.42,17.85,29.27,15.33,30.15,12.41,37.72,15.0,13.85,2.99,55.39,49.96,61.42,55.6,63.9,72.06,3926,9.15,1170,23.85,30.6,40.0,47.18,0.48,0.61,0.8,0.95,96.24,0.48,4.7,2.79,2.25,2.35,2.16,48.94,2.92,58.59,2,2352,91.11,46.79,7.23,30.23,1958,9.05,0.73,46600,68700,108400,61800,153,274,389,236,367,23.7,19.7,12.6,119,1,2.01,63.87,46.79,76.67,82.52,256.0,426.99,248.0,413.64,134852.0,224922.0,526.8,427.0,76.76,80.29,13.14,0.0,0.0,13.14,124.0,8.0,2.1,26.0,2241.3,2.36,221.0,8043305.0,96.88,0.0,48.44,134155.7,1756.32
PA,52376,2.43,50.6,42.59,1.76,7.68,13.47,27.42,13.13,11.54,52376,100.0,20329,72.71,0.24,26.71,26.84,16.52,17.42,24469,11037,14559,8724,9431,8139,5224.0,5424,14002,27.02,10.23,32.78,14.02,10.31,58.3,9.17,21.95,15.51,22.71,15.02,45.34,18.83,17.1,3.22,40.38,35.17,35.98,47.03,61.81,68.51,6983,16.82,1530,20.0,29.61,37.97,48.04,0.58,0.86,1.11,1.4,88.86,2.27,8.37,4.73,2.39,2.52,2.29,44.73,4.93,48.51,3,3070,87.52,42.43,16.74,54.59,1940,7.16,0.72,26000,38400,52400,26400,207,296,375,168,363,26.3,18.0,13.8,191,5,2.92,72.28,52.77,83.37,91.88,154.0,283.46,135.0,248.49,72216.0,132925.91,468.9,283.5,72.47,70.13,24.68,4.55,0.65,29.87,5.0,5.0,96.3,8.4,6234.9,12.67,48.0,6985438.0,87.66,10.0,3.25,128579.0,2105.73
NY,328123,2.4,30.65,64.75,0.99,4.92,14.22,29.24,15.1,13.29,328123,100.0,18482,66.5,0.45,32.46,30.98,18.69,17.32,23887,10445,12025,7727,7533,10150,4915.0,5442,81601,25.62,12.42,32.71,16.05,11.58,51.28,16.18,31.37,16.9,23.38,11.35,43.67,14.3,12.96,3.07,49.18,47.75,55.85,51.55,51.28,60.14,26762,10.52,14741,14.14,18.49,24.04,28.08,0.64,0.83,1.08,1.26,87.64,1.91,5.41,3.18,2.33,2.57,2.15,47.48,2.14,45.13,3,15535,89.78,43.14,11.36,51.63,1939,9.08,0.52,32100,46700,68200,36100,194,255,327,133,352,31.8,17.9,14.2,284,5,4.49,76.12,55.86,89.84,94.33,1032.0,330.35,968.0,309.86,547674.0,175314.59,530.7,330.4,88.85,74.32,19.19,6.01,0.0,24.22,33.0,12.0,25.2,42.1,7798.2,13.43,239.0,93674080.0,93.8,5.0,3.2,299857.81,1933.77
GA,78122,2.8,54.99,44.22,0.43,0.83,17.83,30.27,15.79,9.77,78122,100.0,21885,75.12,0.61,25.35,24.18,15.66,14.02,26230,10496,16157,5904,8438,17650,6235.0,6736,21011,27.52,14.0,33.63,17.83,10.85,55.03,16.04,24.85,16.38,24.26,11.74,35.73,17.3,14.81,3.25,52.66,45.35,53.14,55.34,58.45,67.35,6865,10.59,752,13.83,17.15,28.59,33.11,0.13,0.17,0.28,0.32,96.42,0.5,7.09,5.11,2.69,2.71,2.68,47.41,7.49,47.5,3,2677,91.25,47.16,5.94,30.71,1966,11.68,0.72,40400,56200,80300,39900,138,218,310,172,332,26.8,18.6,13.1,39,0,0.96,76.48,49.34,80.58,90.05,189.0,228.43,154.0,186.13,122434.0,147976.2,647.8,228.4,84.63,58.2,39.15,1.06,0.53,40.74,23.0,12.0,37.0,57.5,1359.8,1.76,88.0,9872038.0,81.48,10.0,12.17,119315.4,1363.32
FL,50961,2.23,16.22,81.99,0.69,4.73,10.72,22.78,11.3,21.45,50978,100.0,24884,65.37,0.45,45.23,40.1,5.56,18.68,30236,16151,18170,6604,9891,8046,7716.0,9055,6500,13.25,7.79,23.64,21.0,4.69,55.05,8.58,23.37,10.18,24.92,15.18,30.93,17.66,16.51,2.73,55.96,50.44,61.32,57.17,65.83,74.7,1902,4.87,3297,10.01,17.05,22.72,29.69,0.65,1.1,1.47,1.92,91.07,1.38,3.36,1.98,2.14,2.11,2.19,55.93,3.95,70.12,2,4152,84.61,56.88,2.91,24.86,1967,7.96,0.3,55700,71600,107800,52100,317,411,509,192,492,28.6,23.0,12.2,84,7,6.47,27.13,45.21,73.63,81.08,384.0,695.14,261.0,472.48,98609.0,178506.91,256.8,695.1,84.75,96.38,2.07,0.0,0.78,2.84,26.0,10.0,22.4,15.2,3363.3,1.55,303.0,20099700.0,67.97,0.0,6.77,363854.69,1846.45
CA,71349,2.63,28.33,42.28,10.96,31.14,13.63,33.47,16.0,6.72,71349,100.0,30967,85.01,0.36,24.95,13.91,9.35,9.61,35336,13880,16167,13983,14888,13563,8512.0,9140,9833,13.92,10.94,26.11,15.71,6.89,67.67,26.57,16.67,15.06,22.23,13.15,40.44,17.54,15.38,3.27,60.05,57.28,65.95,62.92,59.65,67.19,4021,8.94,20927,17.83,29.19,40.26,53.32,5.23,8.56,11.81,15.64,60.24,10.48,9.86,6.18,2.61,2.96,2.48,29.04,19.14,77.42,2,2077,92.89,25.55,1.3,14.83,1968,3.97,0.44,175700,226100,278900,103200,513,593,694,181,629,28.2,24.8,10.8,0,1,29.33,40.76,38.23,83.23,85.85,88.0,116.24,84.0,110.95,66257.0,87517.7,752.9,116.2,53.64,88.64,2.27,7.95,1.14,11.36,4.0,9.0,182.6,6.1,11605.2,5.13,68.0,9949729.0,95.45,5.0,4.55,131424.2,2541.38
GA,137560,2.65,51.31,46.85,1.15,1.42,15.02,29.08,14.61,12.64,137557,100.0,22102,73.43,0.38,26.02,30.19,11.99,15.55,27076,10978,15236,7112,13525,10205,7244.0,9335,29854,22.61,11.35,29.91,16.56,7.77,57.11,11.32,27.83,13.96,22.99,12.55,34.36,16.95,14.93,3.19,56.86,48.52,64.32,55.93,62.22,70.07,10274,9.14,2676,14.24,20.1,28.44,38.3,0.28,0.39,0.55,0.75,95.12,0.65,7.15,4.76,2.55,2.64,2.45,52.53,4.92,52.43,2,6824,88.39,50.67,15.67,54.75,1958,9.05,0.47,40300,54800,73300,33000,181,281,376,195,390,28.6,21.8,13.6,231,2,1.95,68.75,48.21,79.13,84.17,117.0,81.53,107.0,74.56,42936.0,29919.5,367.0,81.5,77.62,69.23,30.77,0.0,0.0,30.77,32.0,4.0,22.2,64.8,2121.4,6.22,117.0,3594778.0,91.45,0.0,27.35,25049.8,987.42
CT,58441,2.63,2.13,93.26,3.49,4.42,11.18,22.08,10.5,14.2,50576,86.54,65072,80.52,1.14,66.96,28.24,2.38,17.19,80558,46070,47531,12000,354,35788,9591.0,21643,1743,3.02,4.43,11.26,48.97,3.8,61.99,11.0,27.4,4.54,45.91,6.28,28.94,8.98,7.73,3.05,84.46,83.61,96.11,84.0,39.2,51.0,425,1.03,10199,26.59,32.92,39.65,45.32,4.64,5.75,6.92,7.91,82.25,2.6,4.45,3.2,2.6,2.76,2.26,72.03,1.34,32.15,3,1323,94.37,67.81,0.83,45.05,1952,0.98,0.33,349200,500001,500001,150801,577,875,1001,424,951,24.8,20.6,13.2,75,3,17.45,31.27,59.84,78.39,79.03,158.0,266.31,140.0,235.97,38325.0,64597.4,242.6,266.3,87.93,85.23,3.98,0.57,0.0,4.55,2.0,4.0,91.8,49.6,1178.4,15.77,36.0,9566593.0,88.61,0.0,1.27,161246.5,52.25
CA,369365,2.56,15.3,60.09,15.01,16.25,13.0,27.55,12.95,10.87,369365,100.0,28183,74.22,0.49,37.13,23.83,16.16,16.66,33087,14087,16688,10036,10234,10939,8944.0,9425,62232,17.21,10.13,23.06,23.49,7.6,57.95,7.73,24.18,10.6,30.03,13.6,35.63,17.85,15.82,3.19,61.53,58.39,70.08,64.32,53.99,62.6,14586,5.53,50569,16.38,24.15,34.0,51.61,2.24,3.31,4.65,7.07,76.21,6.07,8.5,5.23,2.5,2.56,2.44,52.57,8.54,57.08,2,8918,94.19,51.32,6.06,23.16,1964,3.68,0.64,80600,115800,164800,84200,324,429,541,217,495,29.7,22.6,11.8,1287,265,13.69,54.89,44.05,76.08,89.9,599.0,159.37,556.0,147.93,303773.0,80824.0,507.1,159.4,83.01,66.22,5.65,10.57,6.7,22.92,52.0,12.0,92.7,99.8,3702.5,4.1,260.0,55777528.0,92.82,5.0,8.68,148405.7,1290.43
FL,70576,2.38,20.2,78.12,0.9,3.26,13.18,24.59,12.95,20.31,70576,100.0,24462,66.97,0.7,40.27,38.71,6.44,20.9,29229,13487,15297,6863,13116,9113,7461.0,12874,9483,13.96,9.4,26.03,19.27,6.59,52.73,12.41,24.67,14.48,26.35,11.86,25.33,14.73,13.44,2.84,63.38,56.58,70.65,66.17,63.37,72.38,2736,4.84,3011,10.06,16.11,19.59,29.46,0.43,0.69,0.84,1.26,93.55,0.92,3.87,2.53,2.29,2.31,2.25,59.76,3.4,60.9,2,5277,84.89,59.04,1.74,32.23,1971,7.61,0.28,45200,61600,86500,41300,243,316,396,153,403,25.9,19.9,12.4,145,30,4.27,38.7,44.93,74.03,83.02,197.0,272.31,174.0,240.52,72031.0,99568.7,365.6,272.3,85.56,91.46,5.03,1.51,1.01,7.54,19.0,9.0,125.9,39.8,1774.5,1.24,111.0,7988446.0,88.32,10.0,9.64,110424.6,1523.3
PA,81805,2.51,1.58,97.18,0.91,0.67,14.3,25.78,14.07,19.66,81805,100.0,21060,65.3,0.16,42.5,41.89,9.79,20.07,28431,11108,11214,5116,7741,10775,6250.0,4875,11907,15.22,11.05,29.59,13.59,6.55,51.58,19.77,26.23,19.89,21.09,8.61,35.01,10.41,9.61,3.08,70.47,68.06,76.85,74.45,54.78,63.29,1467,2.25,2090,10.77,15.5,23.3,28.23,0.28,0.4,0.6,0.72,93.41,0.57,5.18,3.37,2.37,2.61,2.09,59.12,1.18,44.5,3,2720,92.31,53.67,2.68,47.65,1939,2.71,0.43,40500,57100,78000,37500,176,252,329,153,320,26.1,18.7,14.3,38,1,2.55,85.83,65.97,89.72,93.83,140.0,174.79,139.0,173.54,60796.0,75902.0,434.3,174.8,97.89,99.29,0.71,0.0,0.0,0.71,8.0,7.0,119.6,26.1,3131.4,3.02,55.0,4791531.0,99.29,0.0,5.71,59820.9,288.4
